Ezek.55	211783	211871
Ezek.56	211872	212014
Ezek.57	212015	212098
Ezek.58	212099	212390
Ezek.59	212391	213392
Ezek.60	213393	213781
Ezek.61	213782	214072
Ezek.62	214073	214255
Ezek.63	214256	214315
Ezek.64	214316	215351
Ezek.65	215352	215649
Ezek.66	215650	216882
Ezek.67	216883	218529
Ezek.68	218530	222074
Ezek.69	222075	222498
Ezek.70	222499	223590
Ezek.71	223591	225155
Ezra.1	225156	225584
Ezra.2	225585	226010
Ezra.3	226011	226037
Ezra.4	226038	226361
Ezra.5	226362	226642
Ezra.6	226643	226710
Ezra.7	226711	226892
Ezra.8	226893	227077
Ezra.9	227078	227162
Ezra.10	227163	227311
Ezra.11	227312	227492
Ezra.12	227493	227552
Ezra.13	227553	227630
Ezra.14	227631	228019
Ezra.15	228020	228319
Ezra.16	228320	228398
Ezra.17	228399	228476
Ezra.18	228477	228584
Ezra.19	228585	228689
Ezra.20	228690	228822
Ezra.21	228823	229213
Ezra.22	229214	229274
Ezra.23	229275	229503
Ezra.24	229504	229938
Ezra.25	229939	230044
Ezra.26	230045	230088
Ezra.27	230089	230581
Ezra.28	230582	230611
Ezra.29	230612	230730
Ezra.30	230731	230885
Ezra.31	230886	231035
Ezra.32	231036	231112
Ezra.33	231113	231429
Gen.1	231430	231519
Gen.2	231520	231585
Gen.3	231586	231698
Gen.4	231699	231836
Gen.5	231837	231935
Gen.6	231936	232207
Gen.7	232208	232268
Gen.8	232269	233250
Gen.9	233251	233874
Gen.10	233875	234220
Gen.11	234221	234285
Gen.12	234286	234341
Gen.13	234342	234549
Gen.14	234550	234634
Gen.15	234635	236483
Gen.16	236484	236678
Gen.17	236679	237190
Gen.18	237191	237387
Gen.19	237388	238024
Gen.20	238025	238660
Gen.21	238661	240512
Gen.22	240513	243047
Gen.23	243048	243295
Gen.24	243296	243801
Gen.25	243802	245855
Gen.26	245856	246188
Gen.27	246189	251645
Gen.28	251646	253470
Gen.29	253471	253680
Gen.30	253681	253949
Gen.31	253950	254061
Gen.32	254062	254593
Gen.33	254594	254783
Gen.34	254784	255569
Gen.35	255570	257288
Gen.36	257289	260493
Gen.37	260494	261964
Gen.38	261965	262966
Gen.39	262967	263520
Gen.40	263521	263583
Gen.41	263584	263718
Gen.42	263719	263921
Hab.1	263922	265150
Hab.2	265151	265193
Hab.3	265194	265364
Hab.4	265365	265559
Hag.1	265560	265741
Hag.2	265742	265817
Hag.3	265818	266055
Hag.4	266056	266313
Hos.1	266314	266728
Hos.2	266729	267235
Hos.3	267236	267465
Hos.4	267466	267584
Hos.5	267585	268363
Hos.6	268364	270150
Isa.1	270151	270695
Isa.2	270696	270936
Isa.3	270937	271249
Isa.4	271250	271816
Isa.5	271817	272025
Isa.6	272026	272417
Isa.7	272418	272724
Isa.8	272725	273085
Isa.9	273086	273277
Isa.10	273278	274597
Isa.11	274598	275030
Isa.12	275031	275052
Isa.13	275053	275311
Isa.14	275312	276097
Isa.15	276098	276180
Isa.16	276181	277963
Isa.17	277964	278444
Isa.18	278445	278983
Isa.19	278984	279387
Isa.20	279388	279475
Isa.21	279476	279558
Isa.22	279559	280505
Isa.23	280506	281641
Isa.24	281642	282476
Isa.25	282477	283558
Isa.26	283559	285708
Isa.27	285709	286255
Isa.28	286256	286530
Isa.29	286531	286614
Isa.30	286615	286775
Isa.31	286776	286836
Isa.32	286837	286931
Isa.33	286932	287222
Isa.34	287223	287782
Isa.35	287783	288205
Isa.36	288206	288562
Isa.37	288563	288640
Isa.38	288641	289641
Isa.39	289642	290180
Isa.40	290181	290553
Isa.41	290554	295451
Jer.1	295452	296480
Jer.2	296481	296575
Jer.3	296576	296613
Jer.4	296614	296792
Jer.5	296793	296845
Jer.6	296846	297655
Jer.7	297656	297799
Jer.8	297800	298347
Jer.9	298348	298825
Jer.10	298826	299609
Jer.11	299610	299929
Jer.12	299930	300084
Jer.13	300085	301839
Jer.14	301840	302572
Jer.15	302573	303704
Jer.16	303705	304166
Jer.17	304167	304714
Jer.18	304715	305224
Jer.19	305225	306476
Jer.20	306477	306550
Jer.21	306551	307151
Jer.22	307152	307400
Jer.23	307401	307554
Jer.24	307555	307927
Jer.25	307928	309478
Jer.26	309479	310146
Jer.27	310147	310356
Jer.28	310357	311367
Jer.29	311368	312109
Jer.30	312110	312677
Jer.31	312678	312786
Jer.32	312787	313128
Jer.33	313129	313285
Jer.34	313286	313468
Jer.35	313469	314060
Jer.36	314061	314231
Jer.37	314232	314424
Jer.38	314425	314768
Jer.39	314769	315778
Jer.40	315779	316053
Jer.41	316054	316885
Jer.42	316886	317798
Jer.43	317799	318272
Jer.44	318273	318565
Jer.45	318566	318842
Jer.46	318843	319407
Jer.47	319408	320008
Jer.48	320009	320272
Jer.49	320273	321102
Jer.50	321103	321216
Jer.51	321217	321298
Jer.52	321299	321335
Jer.53	321336	321358
Jer.54	321359	322346
Jer.55	322347	324717
Jer.56	324718	324945
Jer.57	324946	325521
Jer.58	325522	331101
Job.1	331102	331350
Job.2	331351	331785
Job.3	331786	332035
Job.4	332036	332148
Job.5	332149	332448
Job.6	332449	333020
Job.7	333021	333645
Job.8	333646	333908
Job.9	333909	334580
Job.10	334581	334818
Job.11	334819	335712
Job.12	335713	337458
Job.13	337459	338174
Job.14	338175	338755
Job.15	338756	339308
Job.16	339309	339404
Job.17	339405	340223
Job.18	340224	340627
Job.19	340628	340646
Job.20	340647	340720
Job.21	340721	341975
Job.22	341976	342668
Job.23	342669	343505
Job.24	343506	343525
Job.25	343526	343556
Job.26	343557	344190
Joel.1	344191	344831
Joel.2	344832	345127
Jonah.1	345128	346574
Josh.1	346575	347359
Josh.2	347360	347612
Josh.3	347613	348503
Josh.4	348504	348800
Josh.5	348801	349194
Josh.6	349195	349685
Josh.7	349686	350188
Josh.8	350189	350658
Josh.9	350659	351519
Josh.10	351520	352016
Josh.11	352017	352387
Josh.12	352388	352585
Josh.13	352586	352647
Josh.14	352648	353270
Josh.15	353271	353503
Josh.16	353504	353713
Josh.17	353714	354074
Josh.18	354075	354242
Josh.19	354243	354320
Josh.20	354321	354560
Josh.21	354561	354695
Josh.22	354696	355248
Josh.23	355249	355503
Josh.24	355504	355640
Josh.25	355641	356168
Josh.26	356169	356510
Josh.27	356511	356823
Josh.28	356824	357332
Josh.29	357333	357797
Josh.30	357798	358008
Josh.31	358009	358566
Josh.32	358567	358835
Josh.33	358836	359231
Josh.34	359232	359370
Josh.35	359371	359503
Josh.36	359504	359594
Josh.37	359595	359736
Josh.38	359737	359869
Josh.39	359870	359999
Josh.40	360000	360099
Josh.41	360100	360399
Josh.42	360400	360627
Josh.43	360628	360809
Josh.44	360810	361454
Josh.45	361455	361700
Josh.46	361701	361849
Josh.47	361850	362105
Josh.48	362106	362398
Josh.49	362399	362586
Josh.50	362587	363074
Josh.51	363075	363553
Josh.52	363554	363888
Judg.1	363889	364196
Judg.2	364197	364396
Judg.3	364397	364668
Judg.4	364669	364771
Judg.5	364772	364944
Judg.6	364945	364958
Judg.7	364959	365076
Judg.8	365077	365543
Judg.9	365544	365686
Judg.10	365687	365819
Judg.11	365820	366996
Judg.12	366997	367505
